date,author,num_commits,num_lines_added,num_lines_removed
2022-11-04,Pablo Rosado,2,221,63
2022-11-05,GitHub Action,20,20,20
2022-11-06,GitHub Action,8,8,8
2022-11-07,GitHub Action,13,13,13
2022-11-08,GitHub Action,8,8,8
2022-11-09,GitHub Action,14,14,14
2022-11-09,Pablo Rosado,9,1628,194
2022-11-10,GitHub Action,8,8,8
2022-11-10,Pablo Rosado,4,276,204
2022-11-11,GitHub Action,7,7,7
2022-11-11,Pablo Rosado,7,594,203
2022-11-12,GitHub Action,4,4,4
2022-11-13,GitHub Action,4,4,4
2022-11-14,GitHub Action,5,5,5
2022-11-15,GitHub Action,7,7,7
2022-11-15,Marigold,1,62,21
2022-11-15,Pablo Rosado,1,162,162
2022-11-16,GitHub Action,6,6,6
2022-11-16,Lucas Rodés-Guirao,1,723,125
2022-11-16,dependabot[bot],1,1614,304
2022-11-17,GitHub Action,4,4,4
2022-11-17,Pablo Rosado,1,2,1
2022-11-18,GitHub Action,7,7,7
2022-11-18,Pablo Rosado,1,7,0
2022-11-19,GitHub Action,4,4,4
2022-11-20,GitHub Action,4,4,4
2022-11-21,GitHub Action,5,5,5
2022-11-21,Pablo Rosado,6,126,67
2022-11-22,GitHub Action,5,5,5
2022-11-22,Lars Yencken,2,427,2134
2022-11-23,GitHub Action,2,2,2
2022-11-23,Lars Yencken,3,3,3
2022-11-23,Pablo Rosado,1,6,6
2022-11-24,GitHub Action,2,2,2
2022-11-24,Marigold,3,128,40
2022-11-24,Pablo Rosado,4,142,6
2022-11-25,Fiona Spooner,1,365,0
2022-11-25,Pablo Rosado,1,834,0
2022-11-28,GitHub Action,4,4,4
2022-11-28,Lucas Rodés-Guirao,1,1,0
2022-11-28,Mojmir Vinkler,1,17,1
2022-11-28,Pablo Rosado,1,74,44
2022-11-28,paarriagadap,3,369,11
2022-11-29,GitHub Action,16,16,16
2022-11-29,Lucas Rodés-Guirao,6,1362,170
2022-11-29,Marigold,1,1,0
2022-11-29,Mojmir Vinkler,1,2469,218
2022-11-29,Pablo Rosado,6,395,366
2022-11-29,paarriagadap,6,912,35
2022-11-30,GitHub Action,12,12,12
2022-11-30,Lucas Rodés-Guirao,1,745,6
2022-11-30,Marigold,1,1,1
2022-11-30,Pablo Rosado,7,490,175
2022-11-30,paarriagadap,4,26,310
2022-12-01,GitHub Action,7,7,7
2022-12-01,Pablo Rosado,6,436,108
2022-12-02,GitHub Action,9,9,9
2022-12-02,Lucas Rodés-Guirao,1,681,6
2022-12-02,Pablo Rosado,5,243,188
2022-12-03,GitHub Action,3,3,3
2022-12-04,GitHub Action,6,6,6
2022-12-05,Fiona Spooner,1,26,9
2022-12-05,GitHub Action,5,5,5
2022-12-05,Lucas Rodés-Guirao,1,14,90
2022-12-05,Pablo Rosado,10,421,285
2022-12-06,GitHub Action,6,6,6
2022-12-06,Lucas Rodés-Guirao,1,92,13
2022-12-06,Mojmir Vinkler,1,19,146
2022-12-06,Pablo Rosado,3,79,46
2022-12-07,GitHub Action,16,16,16
2022-12-07,Mojmir Vinkler,2,1282,155
2022-12-07,Pablo Rosado,5,148,45
2022-12-07,analytics,5,16314,48
2022-12-08,analytics,6,19374,93
2022-12-09,GitHub Action,1,1,1
2022-12-09,Lucas Rodés-Guirao,1,750,1
2022-12-09,Marigold,3,24,7
2022-12-09,Mojmir Vinkler,2,1210,551
2022-12-09,analytics,6,87,87
2022-12-10,analytics,4,67,67
2022-12-11,analytics,4,61,61
2022-12-12,Pablo Rosado,3,1909,10
2022-12-12,analytics,4,95,95
2022-12-13,Mojmir Vinkler,1,102,172
2022-12-13,Pablo Arriagada,1,439,271
2022-12-13,Pablo Rosado,4,141,24
2022-12-13,analytics,5,80,152
2022-12-14,Lucas Rodés-Guirao,1,476,61
2022-12-14,Marigold,1,1,1
2022-12-14,Pablo Rosado,7,5027,30
2022-12-14,analytics,4,69,69
2022-12-15,Lucas Rodés-Guirao,1,683,217
2022-12-15,analytics,5,69,137
2022-12-16,Lucas Rodés-Guirao,1,87,123
2022-12-16,Pablo Rosado,7,147,71
2022-12-16,analytics,5,90,90
2022-12-17,analytics,4,63,63
2022-12-18,analytics,4,58,58
2022-12-19,Lucas Rodés-Guirao,1,1098,80
2022-12-19,Mojmir Vinkler,2,85,10
2022-12-19,Pablo Arriagada,1,847,1
2022-12-19,Pablo Rosado,3,141,90
2022-12-19,analytics,6,106,106
2022-12-20,Marigold,1,27,27
2022-12-20,Mojmir Vinkler,1,6,7
2022-12-20,analytics,5,231,231
2022-12-21,Lars Yencken,3,2916,496
2022-12-21,Mojmir Vinkler,1,165,118
2022-12-21,Pablo Rosado,1,14,5
2022-12-21,analytics,6,136,102
2022-12-22,GitHub Action,3,5,5
2022-12-22,Lars Yencken,5,16,35
2022-12-22,Lucas Rodés-Guirao,1,1010,307
2022-12-22,Pablo Rosado,1,8,7
2022-12-22,analytics,6,108,108
2022-12-23,Lucas Rodés-Guirao,8,330,127
2022-12-23,analytics,6,90,90
2022-12-24,analytics,4,79,79
2022-12-25,analytics,4,65,65
2022-12-26,analytics,4,60,60
2022-12-27,Lucas Rodés-Guirao,1,27,26
2022-12-27,analytics,5,69,103
2022-12-28,Lucas Rodés-Guirao,2,1,2
2022-12-28,Pablo Rosado,4,997,12
2022-12-28,analytics,4,69,69
2022-12-29,Lucas Rodés-Guirao,2,479,9
2022-12-29,Pablo Rosado,10,4063,78
2022-12-29,analytics,5,63,63
2022-12-30,Lucas Rodés-Guirao,1,118,75
2022-12-30,Pablo Rosado,5,95,4
2022-12-30,analytics,5,71,71
2022-12-31,analytics,4,59,59
2023-01-01,analytics,4,58,58
2023-01-02,GitHub Action,4,6,6
2023-01-02,Mojmir Vinkler,1,258,71
2023-01-02,Pablo Rosado,16,342,57
2023-01-02,analytics,8,67,67
2023-01-03,Lars Yencken,1,1,1
2023-01-03,Mojmir Vinkler,1,464,2
2023-01-03,Pablo Arriagada,1,434,18
2023-01-03,Pablo Rosado,7,276,22
2023-01-03,analytics,8,114,218
2023-01-04,Mojmir Vinkler,4,191,88
2023-01-04,Pablo Rosado,15,1100,139
2023-01-04,analytics,6,67,171
2023-01-05,Lars Yencken,3,24,4
2023-01-05,Marigold,1,4,2
2023-01-05,Mojmir Vinkler,1,89,41
2023-01-05,Pablo Rosado,11,1260,160
2023-01-05,analytics,9,270,128
2023-01-06,Daniel Bachler,1,868,489
2023-01-06,Lars Yencken,3,462,338
2023-01-06,Lucas Rodés-Guirao,1,216,68
2023-01-06,analytics,8,117,117
2023-01-07,analytics,4,64,64
2023-01-08,analytics,4,69,69
2023-01-09,Fiona Spooner,2,1196,1
2023-01-09,GitHub Action,1,1,1
2023-01-09,Lars Yencken,5,1741,373
2023-01-09,Lucas Rodés-Guirao,1,594,725
2023-01-09,Pablo Rosado,9,70,43
2023-01-09,analytics,8,74,210
2023-01-10,Fiona Spooner,1,6,0
2023-01-10,Lars Yencken,7,621,470
2023-01-10,Lucas Rodés-Guirao,2,1027,11
2023-01-10,Pablo Rosado,6,217,145
2023-01-10,analytics,4,62,62
2023-01-11,Lars Yencken,3,16,79
2023-01-11,Lucas Rodés-Guirao,1,289,1
2023-01-11,Mojmir Vinkler,2,304,197
2023-01-11,Pablo Rosado,12,192,153
2023-01-11,analytics,8,142,62
2023-01-12,Mojmir Vinkler,1,68,90
2023-01-12,Pablo Rosado,11,248,318
2023-01-12,analytics,6,106,100
2023-01-13,Lars Yencken,1,2,2
2023-01-13,Mojmir Vinkler,1,8,1
2023-01-13,analytics,4,116,98
2023-01-14,analytics,4,57,225
2023-01-15,analytics,4,58,58
2023-01-16,Fiona Spooner,2,305,14
2023-01-16,Mojmir Vinkler,1,416,176
2023-01-16,analytics,5,79,79
2023-01-17,Fiona Spooner,1,94,83
2023-01-17,Lucas Rodés-Guirao,2,1197,259
2023-01-17,Mojmir Vinkler,1,28,101
2023-01-17,Pablo Rosado,11,339,24
2023-01-17,analytics,4,61,57
2023-01-17,owidbot,1,23,23
2023-01-18,Fiona Spooner,3,467,224
2023-01-18,Lucas Rodés-Guirao,1,13,4
2023-01-18,owidbot,9,149,383
2023-01-19,owidbot,4,104,168
2023-01-20,Marigold,2,86,3
2023-01-20,Mojmir Vinkler,3,31,94
2023-01-20,Pablo Rosado,7,144,99
2023-01-20,analytics,1,102,0
2023-01-20,owidbot,9,161,185
2023-01-21,owidbot,4,64,64
2023-01-22,owidbot,5,64,64
2023-01-23,Mojmir Vinkler,1,87,17
2023-01-23,owidbot,8,74,109
2023-01-24,Fiona Spooner,1,50,52
2023-01-24,Lucas Rodés-Guirao,1,39,52
2023-01-24,owidbot,7,72,108
2023-01-25,Mojmir Vinkler,1,269,324
2023-01-25,owidbot,6,75,73
2023-01-26,Pablo Rosado,7,494,96
2023-01-26,owidbot,4,69,69
2023-01-27,Lars Yencken,1,8,4
2023-01-27,Mojmir Vinkler,1,79,23
2023-01-27,Pablo Rosado,11,405,237
2023-01-27,owidbot,7,232,220
2023-01-28,owidbot,4,64,64
2023-01-29,owidbot,3,56,56
2023-01-30,Marigold,1,3,3
2023-01-30,Mojmir Vinkler,2,27,17
2023-01-30,Pablo Rosado,3,15,2
2023-01-30,owidbot,6,91,89
2023-01-31,Fiona Spooner,1,863,9
2023-01-31,owidbot,6,100,98
2023-02-01,owidbot,6,145,135
2023-02-02,Fiona Spooner,1,5,8
2023-02-02,Lucas Rodés-Guirao,1,1,1
2023-02-02,Mojmir Vinkler,1,137,101
2023-02-02,Pablo Arriagada,1,1364,5
2023-02-02,owidbot,7,136,98
2023-02-03,Lars Yencken,1,14,2
2023-02-03,owidbot,4,78,186
2023-02-04,owidbot,6,70,70
2023-02-05,owidbot,4,95,59
2023-02-06,Lucas Rodés-Guirao,2,2869,8
2023-02-06,owidbot,6,96,130
2023-02-07,owidbot,4,53,53
2023-02-08,Pablo Rosado,3,3186,93
2023-02-08,owidbot,4,135,127
2023-02-09,Pablo Rosado,1,845,1506
2023-02-09,owidbot,4,64,64
2023-02-10,Pablo Rosado,2,22,9
2023-02-10,owidbot,6,92,92
2023-02-11,owidbot,4,51,51
2023-02-12,owidbot,4,53,53
2023-02-13,Pablo Arriagada,2,1136,0
2023-02-13,Pablo Rosado,1,2,2
2023-02-13,owidbot,8,235,217
2023-02-14,owidbot,4,95,59
2023-02-15,Lucas Rodés-Guirao,1,1423,33
2023-02-15,Mojmir Vinkler,1,3,1
2023-02-15,Pablo Rosado,4,821,154
2023-02-15,owidbot,6,94,124
2023-02-16,Mojmir Vinkler,1,200,6
2023-02-16,owidbot,5,73,279
2023-02-17,Lucas Rodés-Guirao,1,271,34
2023-02-17,owidbot,13,16526,14564
2023-02-18,owidbot,5,564,504
2023-02-19,owidbot,4,58,58
2023-02-20,Mojmir Vinkler,2,231,93
2023-02-20,Pablo Rosado,5,3098,0
2023-02-20,owidbot,7,65,137
2023-02-21,Lucas Rodés-Guirao,1,84,80
2023-02-21,Pablo Rosado,4,472,17
2023-02-21,owidbot,17,360,101
2023-02-22,Mojmir Vinkler,2,794,22
2023-02-22,Pablo Rosado,7,1337,32
2023-02-22,owidbot,1,47,11
2023-02-23,Fiona Spooner,2,1933,10
2023-02-23,Pablo Rosado,11,845,306
2023-02-23,owidbot,2,4180,4420
2023-02-24,Marigold,3,22,6
2023-02-24,Pablo Rosado,19,3329,400
2023-02-24,owidbot,7,125,69
2023-02-25,owidbot,5,69,69
2023-02-26,owidbot,6,67,67
2023-02-27,Marigold,2,9,4
2023-02-27,Mojmir Vinkler,1,1,1
2023-02-27,owidbot,8,73,73
2023-02-28,Fiona Spooner,1,1361,1
2023-02-28,Lucas Rodés-Guirao,1,236,12
2023-02-28,Pablo Rosado,8,981,47
2023-02-28,owidbot,5,76,798
2023-03-01,Pablo Rosado,1,28,0
2023-03-01,owidbot,6,141,85
2023-03-02,Fiona Spooner,4,89,32
2023-03-02,Pablo Arriagada,1,241,80
2023-03-02,Pablo Rosado,7,5237,245
2023-03-02,owidbot,7,1150,71
2023-03-03,Fiona Spooner,4,107,93
2023-03-03,Mojmir Vinkler,1,8,21
2023-03-03,owidbot,10,125,125
2023-03-04,owidbot,4,67,67
2023-03-05,owidbot,4,70,70
2023-03-06,Edouard Mathieu,6,260,38
2023-03-06,Fiona Spooner,3,123,46
2023-03-06,Mojmir Vinkler,2,1724,1091
2023-03-06,Pablo Rosado,1,70,52
2023-03-06,owidbot,10,197,116
2023-03-07,Edouard Mathieu,1,3,3
2023-03-07,Fiona Spooner,2,53,16
2023-03-07,Lucas Rodés-Guirao,1,366,0
2023-03-07,Marigold,1,0,1
2023-03-07,Mojmir Vinkler,1,103,65
2023-03-07,owidbot,6,62,98
2023-03-07,spoonerf,1,1,1
2023-03-08,Edouard Mathieu,6,206,1
2023-03-08,Fiona Spooner,1,50,39
2023-03-08,Mojmir Vinkler,2,201,58
2023-03-08,Pablo Rosado,4,147,62
2023-03-08,owidbot,9,198,180
2023-03-09,Edouard Mathieu,4,57,2
2023-03-09,Fiona Spooner,1,4,4
2023-03-09,Lucas Rodés-Guirao,3,302,19
2023-03-09,Pablo Rosado,9,871,377
2023-03-09,owidbot,9,84,130
2023-03-10,Bastian Herre,2,24,1
2023-03-10,Edouard Mathieu,9,330,35
2023-03-10,Fiona Spooner,1,37,0
2023-03-10,Lucas Rodés-Guirao,1,149,4
2023-03-10,Marigold,1,1,1
2023-03-10,Mojmir Vinkler,1,251,69
2023-03-10,Pablo Rosado,9,424,369
2023-03-10,owidbot,9,88,124
2023-03-11,owidbot,4,55,55
2023-03-12,owidbot,4,52,52
2023-03-13,Edouard Mathieu,1,13,0
2023-03-13,Fiona Spooner,1,58,4
2023-03-13,Lucas Rodés-Guirao,2,2,2
2023-03-13,Marigold,2,94,3
2023-03-13,Mojmir Vinkler,3,67,45
2023-03-13,Pablo Arriagada,2,543,1
2023-03-13,owidbot,9,89,240
2023-03-14,Edouard Mathieu,7,63,36
2023-03-14,Fiona Spooner,1,28,8
2023-03-14,Lucas Rodés-Guirao,2,463,99
2023-03-14,Marigold,2,5,5
2023-03-14,Mojmir Vinkler,2,160,55
2023-03-14,owidbot,12,111,111
2023-03-15,Marigold,1,2,2
2023-03-15,Pablo Arriagada,1,98,34
2023-03-15,owidbot,13,69,105
2023-03-16,Edouard Mathieu,12,380,92
2023-03-16,Marigold,1,2,2
2023-03-16,Mojmir Vinkler,3,32,10
2023-03-16,owidbot,8,64,100
2023-03-17,Pablo Arriagada,1,18,11
2023-03-17,owidbot,4,60,60
2023-03-18,owidbot,3,37,37
2023-03-19,owidbot,4,50,50
2023-03-20,Fiona Spooner,1,397,0
2023-03-20,Mojmir Vinkler,1,124,47
2023-03-20,owidbot,6,54,54
2023-03-21,Edouard Mathieu,4,20,4
2023-03-21,Fiona Spooner,1,8,0
2023-03-21,owidbot,6,61,97
2023-03-22,Lucas Rodés-Guirao,2,883,2
2023-03-22,owidbot,18,122,302
2023-03-23,Fiona Spooner,4,55,40
2023-03-23,Lucas Rodés-Guirao,2,50,4
2023-03-23,Marigold,1,1,0
2023-03-23,owidbot,8,122,122
2023-03-24,Fiona Spooner,2,121,7
2023-03-24,Lucas Rodés-Guirao,1,21,1
2023-03-24,owidbot,6,51,87
2023-03-25,owidbot,5,56,56
2023-03-26,owidbot,4,49,49
2023-03-27,Fiona Spooner,2,24,83
2023-03-27,Mojmir Vinkler,3,121,119
2023-03-27,Pablo Rosado,11,571,463
2023-03-27,owidbot,8,61,61
2023-03-28,Fiona Spooner,2,63,57
2023-03-28,Lucas Rodés-Guirao,2,44,30
2023-03-28,Mojmir Vinkler,1,6,4
2023-03-28,Pablo Rosado,5,340,20
2023-03-28,owidbot,7,958,70
2023-03-29,Fiona Spooner,3,478,1
2023-03-29,Lucas Rodés-Guirao,1,31,0
2023-03-29,Pablo Arriagada,1,15,6
2023-03-29,Pablo Rosado,3,232,67
2023-03-29,owidbot,7,112,112
2023-03-30,Fiona Spooner,1,120,77
2023-03-30,Lucas Rodés-Guirao,2,5918,242
2023-03-30,Pablo Rosado,4,390,291
2023-03-30,owidbot,6,47,47
2023-03-31,Fiona Spooner,4,54,106
2023-03-31,Lucas Rodés-Guirao,2,228,14
2023-03-31,Pablo Rosado,5,196,37
2023-03-31,owidbot,9,153,70
2023-04-01,owidbot,6,76,76
2023-04-02,owidbot,5,61,61
2023-04-03,Fiona Spooner,3,25,25
2023-04-03,Lucas Rodés-Guirao,1,1,1
2023-04-03,Pablo Rosado,4,142,11
2023-04-03,owidbot,3,44,44
2023-04-04,Fiona Spooner,3,598,4
2023-04-04,Lucas Rodés-Guirao,2,1262,10
2023-04-04,Pablo Rosado,7,213,195
2023-04-04,owidbot,8,163,183
2023-04-05,Fiona Spooner,1,3,1
2023-04-05,Pablo Arriagada,1,6,6
2023-04-05,Pablo Rosado,4,124,6
2023-04-05,owidbot,6,45,45
2023-04-06,Fiona Spooner,1,339,1
2023-04-06,Lucas Rodés-Guirao,2,260,43
2023-04-06,Mojmir Vinkler,1,638,388
2023-04-06,Pablo Arriagada,1,6,6
2023-04-06,Pablo Rosado,5,127,84
2023-04-06,owidbot,9,82,192
2023-04-07,Lucas Rodés-Guirao,3,1115,661
2023-04-07,Marcel Gerber,1,1,1
2023-04-07,Pablo Rosado,2,119,72
2023-04-07,owidbot,7,49,85
2023-04-08,owidbot,5,56,56
2023-04-09,owidbot,3,27,27
2023-04-10,Pablo Rosado,11,846,391
2023-04-10,owidbot,5,50,50
2023-04-11,Lucas Rodés-Guirao,1,19,11
2023-04-11,Pablo Rosado,5,237,104
2023-04-11,owidbot,5,108,430
2023-04-12,Pablo Rosado,6,316,18
2023-04-12,owidbot,5,56,56
2023-04-13,Lars Yencken,1,2,2
2023-04-13,Pablo Rosado,7,539,34
2023-04-13,owidbot,4,58,58
2023-04-14,Lucas Rodés-Guirao,1,35,23
2023-04-14,Pablo Rosado,1,3,4
2023-04-14,owidbot,5,90,126
2023-04-15,owidbot,5,56,56
2023-04-16,owidbot,5,56,56
2023-04-17,Lucas Rodés-Guirao,1,24,24
2023-04-17,Pablo Rosado,2,124,2
2023-04-17,owidbot,14,67,572
2023-04-18,Lucas Rodés-Guirao,1,189,2
2023-04-18,Mojmir Vinkler,2,38,30
2023-04-18,Pablo Arriagada,3,35,9
2023-04-18,Pablo Rosado,9,495,19
2023-04-18,lucasrodes,2,130,12
2023-04-18,owidbot,23,359,557
2023-04-19,Fiona Spooner,1,46,7
2023-04-19,Lucas Rodés-Guirao,2,166,191
2023-04-19,Mojmir Vinkler,1,45,9
2023-04-19,lucasrodes,4,1111,17
2023-04-19,owidbot,4,130,66
2023-04-20,Fiona Spooner,2,4,2
2023-04-20,Pablo Rosado,17,695,47
2023-04-20,owidbot,3,43,115
2023-04-21,Mojmir Vinkler,1,19,5
2023-04-21,Pablo Rosado,7,593,1
2023-04-21,owidbot,2,39,39
2023-04-23,owidbot,2,79,79
2023-04-24,Fiona Spooner,3,24,30
2023-04-24,Lucas Rodés-Guirao,2,2017,910
2023-04-24,Pablo Rosado,2,47,11
2023-04-24,owidbot,8,69,105
2023-04-25,Fiona Spooner,1,15,14
2023-04-25,Lucas Rodés-Guirao,2,1327,16
2023-04-25,Marigold,1,1,1
2023-04-25,Pablo Rosado,9,559,117
2023-04-25,owidbot,3,38,74
2023-04-26,Lucas Rodés-Guirao,2,1282,98
2023-04-26,Mojmir Vinkler,2,199,25
2023-04-26,Pablo Rosado,2,131,0
2023-04-26,lucasrodes,1,3,4
2023-04-26,owidbot,6,110,110
2023-04-27,Lucas Rodés-Guirao,2,41,12
2023-04-27,Mojmir Vinkler,1,8,3
2023-04-27,Pablo Rosado,10,306,47
2023-04-27,owidbot,13,102,174
2023-04-28,Pablo Rosado,7,716,2
2023-04-28,owidbot,4,51,159
2023-04-29,owidbot,2,84,84
2023-05-01,Pablo Rosado,9,1829,181
2023-05-02,Edouard Mathieu,9,451,11
2023-05-02,Pablo Rosado,11,1398,66
2023-05-02,owidbot,2,107,179
2023-05-03,Fiona Spooner,1,1,0
2023-05-03,Lucas Rodés-Guirao,1,6,2
2023-05-03,Mojmir Vinkler,2,3,2
2023-05-03,Pablo Rosado,4,499,28
2023-05-03,owidbot,8,363,117
2023-05-04,Fiona Spooner,1,2,1
2023-05-04,Lucas Rodés-Guirao,6,922,11
2023-05-04,Marigold,1,1,1
2023-05-04,Mojmir Vinkler,1,313,3
2023-05-04,Pablo Rosado,4,171,79
2023-05-04,owidbot,7,133,133
2023-05-05,Edouard Mathieu,9,138,15
2023-05-05,Lucas Rodés-Guirao,1,0,4
2023-05-05,Mojmir Vinkler,1,1,1
2023-05-05,Pablo Rosado,1,37,34
2023-05-05,owidbot,8,66,211
2023-05-06,owidbot,2,43,43
2023-05-07,owidbot,2,49,49
2023-05-08,Marigold,1,4,4
2023-05-08,Pablo Rosado,2,3,3
2023-05-08,owidbot,1,39,39
2023-05-09,Fiona Spooner,1,1502,1
2023-05-09,Marigold,3,12,8
2023-05-09,owidbot,11,760,128
2023-05-10,Fiona Spooner,1,2,2
2023-05-10,Pablo Arriagada,1,1211,0
2023-05-10,owidbot,4,39,75
2023-05-11,Lucas Rodés-Guirao,1,10,10
2023-05-11,Marigold,1,1,0
2023-05-11,lucasrodes,1,10,10
2023-05-11,owidbot,1,59,59
2023-05-12,Lucas Rodés-Guirao,1,3,0
2023-05-12,Marigold,1,1,1
2023-05-12,Pablo Arriagada,1,23,28
2023-05-12,owidbot,4,199,51
2023-05-13,Marigold,1,5,5
2023-05-13,owidbot,1,22,22
2023-05-14,owidbot,2,46,46
2023-05-15,Fiona Spooner,1,1,1
2023-05-15,Lucas Rodés-Guirao,3,1118,1
2023-05-15,Marigold,1,1,1
2023-05-15,Mojmir Vinkler,4,200,650
2023-05-15,Pablo Arriagada,2,574,1
2023-05-15,owidbot,4,53,53
2023-05-16,Fiona Spooner,1,123,54
2023-05-16,Marigold,1,3,3
2023-05-16,Pablo Arriagada,2,1736,1
2023-05-16,dependabot[bot],1,13,3
2023-05-16,owidbot,1,2,2
2023-05-17,Fiona Spooner,2,3,3
2023-05-17,Lucas Rodés-Guirao,1,18,3
2023-05-17,Marigold,2,4,5
2023-05-17,Mojmir Vinkler,1,236,224
2023-05-17,Pablo Arriagada,1,22,0
2023-05-17,owidbot,1,4,4
2023-05-18,Lucas Rodés-Guirao,2,3458,1761
2023-05-18,Mojmir Vinkler,2,210,87
2023-05-19,Lucas Rodés-Guirao,3,108,111
2023-05-19,Marigold,2,6,7
2023-05-19,owidbot,1,6,5
2023-05-20,Lucas Rodés-Guirao,1,159,23
2023-05-22,Fiona Spooner,1,7,3
2023-05-22,Marigold,4,28,7
2023-05-22,Mojmir Vinkler,2,1052,14029
2023-05-23,Lucas Rodés-Guirao,2,1439,765
2023-05-23,Mojmir Vinkler,3,504,53
2023-05-23,lucasrodes,4,25,15
2023-05-24,Edouard Mathieu,2,109,0
2023-05-24,Lucas Rodés-Guirao,2,33,9
2023-05-24,Mojmir Vinkler,1,25,8
2023-05-24,Pablo Rosado,1,38,1
2023-05-25,Edouard Mathieu,7,163,2
2023-05-25,Fiona Spooner,1,239,282
2023-05-25,Lucas Rodés-Guirao,1,56,28
2023-05-25,Marigold,6,34,66
2023-05-25,Pablo Arriagada,3,200,56
2023-05-25,Pablo Rosado,1,10,21
2023-05-25,owidbot,1,4,4
2023-05-26,Fiona Spooner,1,224,36
2023-05-26,Pablo Arriagada,1,3,3
2023-05-26,Pablo Rosado,6,1441,5
2023-05-26,veronikasamborska1994,2,3676,9
2023-05-28,owidbot,1,4,4
2023-05-29,Marigold,1,1,0
2023-05-29,Pablo Rosado,2,121,22
2023-05-29,owidbot,3,19,16
2023-05-29,veronikasamborska1994,1,28,7
2023-05-30,Fiona Spooner,1,16,4
2023-05-30,Pablo Rosado,2,133,3
2023-05-30,owidbot,1,4,4
2023-05-31,Mojmir Vinkler,1,822,459
2023-05-31,Pablo Rosado,5,414,29
2023-05-31,owidbot,7,292,17
2023-06-01,Marigold,2,4,5
2023-06-01,Mojmir Vinkler,1,9,9
2023-06-01,Pablo Rosado,10,6813,1153
2023-06-01,owidbot,8,1466,1087
2023-06-01,veronikasamborska1994,3,3,3
2023-06-02,Lucas Rodés-Guirao,3,11,7
2023-06-02,Pablo Rosado,3,58,50
2023-06-02,owidbot,2,8,8
2023-06-02,veronikasamborska1994,1,68,204
2023-06-03,owidbot,2,8,8
2023-06-04,owidbot,1,6,6
2023-06-05,Marigold,1,1,1
2023-06-05,Pablo Rosado,7,516,147
2023-06-05,owidbot,2,6,6
2023-06-06,Fiona Spooner,1,411,0
2023-06-06,Marigold,2,9,5
2023-06-06,Pablo Arriagada,1,77,75
2023-06-06,owidbot,1,4,4
2023-06-07,Lucas Rodés-Guirao,1,2,0
2023-06-07,Marigold,1,24,4
2023-06-07,Pablo Rosado,3,830,9
2023-06-07,owidbot,2,10,10
2023-06-07,veronikasamborska1994,1,40,19
2023-06-08,Lars Yencken,1,1,0
2023-06-08,Marigold,1,6,6
2023-06-08,Pablo Arriagada,1,1683,0
2023-06-08,Pablo Rosado,2,6,6
2023-06-08,owidbot,2,11,11
2023-06-09,Edouard Mathieu,11,527,8
2023-06-09,Fiona Spooner,3,235,150
2023-06-09,Lucas Rodés-Guirao,1,266,100
2023-06-09,Pablo Arriagada,1,458,0
2023-06-09,Pablo Rosado,3,256,31
2023-06-09,owidbot,1,6,6
2023-06-10,owidbot,2,8,8
2023-06-11,owidbot,1,4,4
2023-06-12,Edouard Mathieu,1,3,1
2023-06-12,Lucas Rodés-Guirao,1,10,1
2023-06-12,Marigold,1,2,2
2023-06-12,Mojmir Vinkler,2,483,11
2023-06-12,Pablo Arriagada,1,17,6
2023-06-12,Pablo Rosado,1,9623,0
2023-06-12,owidbot,2,11,10
2023-06-12,veronikasamborska1994,1,7,9
2023-06-13,Lars Yencken,10,27798,628
2023-06-13,Lucas Rodés-Guirao,2,251,4
2023-06-13,Marigold,3,4,169
2023-06-13,Mojmir Vinkler,1,416,1
2023-06-13,Pablo Rosado,6,1879,892
2023-06-13,owidbot,3,55,27
2023-06-14,Lars Yencken,5,5,7
2023-06-14,Lucas Rodés-Guirao,2,184,7
2023-06-14,Mojmir Vinkler,1,12,7
2023-06-14,Pablo Rosado,2,888,29
2023-06-14,owidbot,2,10,8
2023-06-15,Lars Yencken,6,113,91
2023-06-15,Lucas Rodés-Guirao,2,97,20
2023-06-15,Marigold,4,22,3
2023-06-15,Mojmir Vinkler,1,62,30
2023-06-15,Pablo Arriagada,1,18,18
2023-06-15,Pablo Rosado,5,162,96
2023-06-15,owidbot,4,15,13
2023-06-16,Fiona Spooner,1,398,3
2023-06-16,Pablo Arriagada,1,17,9
2023-06-16,Pablo Rosado,4,352,79
2023-06-16,owidbot,6,81,14
2023-06-16,veronikasamborska1994,1,1,1
2023-06-17,owidbot,2,7,7
2023-06-18,owidbot,1,4,4
2023-06-19,Fiona Spooner,1,12,6
2023-06-19,Marigold,1,0,2
2023-06-19,Pablo Rosado,4,234,115
2023-06-19,owidbot,3,133,8
2023-06-20,Fiona Spooner,1,1,1
2023-06-20,Marigold,1,16,3
2023-06-20,Pablo Arriagada,1,1,1
2023-06-20,owidbot,2,11,11
2023-06-21,Lucas Rodés-Guirao,1,50,4
2023-06-21,Marigold,1,94,147
2023-06-21,Mojmir Vinkler,1,98,138
2023-06-21,Pablo Rosado,11,721,180
2023-06-21,owidbot,1,4,4
2023-06-22,Lars Yencken,4,7,3
2023-06-22,Mojmir Vinkler,1,78,62
2023-06-22,Pablo Arriagada,2,45,14
2023-06-22,Pablo Rosado,15,117,74
2023-06-22,owidbot,2,9,9
2023-06-23,Lars Yencken,2,15,1
2023-06-23,Marigold,1,12,11
2023-06-23,Mojmir Vinkler,1,956,954
