date,author,num_commits,num_lines_added,num_lines_removed
2018-03-07,Jaiden Mispy,5,320,159
2018-03-08,Aibek Aldabergenov,1,487,149
2018-03-08,Jaiden Mispy,6,116,97
2018-03-09,Aibek Aldabergenov,1,574,532
2018-03-09,Jaiden Mispy,3,148,119
2018-03-10,Aibek Aldabergenov,1,725,652
2018-03-10,Jaiden Mispy,1,169,204
2018-03-11,Aibek Aldabergenov,4,1642,1324
2018-03-14,Jaiden Mispy,10,445,152
2018-03-15,Jaiden Mispy,2,61,59
2018-03-16,Aibek Aldabergenov,2,842,36
2018-03-16,Jaiden Mispy,4,207,84
2018-03-19,Jaiden Mispy,13,3549,2683
2018-03-20,Jaiden Mispy,13,362,648
2018-03-21,Jaiden Mispy,5,249,132
2018-03-22,Jaiden Mispy,1,5,5
2018-03-23,Aibek Aldabergenov,2,482,0
2018-03-23,Jaiden Mispy,4,123,71
2018-03-24,Jaiden Mispy,1,2,2
2018-03-26,Aibek Aldabergenov,1,209,0
2018-03-26,Jaiden Mispy,1,366,58
2018-03-27,Aibek Aldabergenov,1,193,0
2018-03-27,Jaiden Mispy,2,46,28
2018-03-28,Jaiden Mispy,3,541,122
2018-03-29,Aibek Aldabergenov,1,181,0
2018-04-03,Jaiden Mispy,3,210,89
2018-04-04,Jaiden Mispy,5,134,37
2018-04-05,Jaiden Mispy,1,10,2
2018-04-09,Jaiden Mispy,3,14,13
2018-04-10,Jaiden Mispy,3,61,45
2018-04-12,Jaiden Mispy,4,121,64
2018-04-13,Jaiden Mispy,3,48,36
2018-04-16,Jaiden Mispy,4,10,10
2018-04-17,Jaiden Mispy,4,123,3
2018-04-20,Jaiden Mispy,1,3,3
2018-04-26,Jaiden Mispy,1,75,7
2018-05-12,Jaiden Mispy,1,617,3
2018-05-28,Jaiden Mispy,1,2,0
2018-05-28,Sherin Kurian,1,112,13
2018-06-02,Sherin Kurian,3,97,34
2018-06-07,Sherin Kurian,1,8,2
2018-06-10,Sherin Kurian,1,508,1
2018-06-14,Sherin Kurian,1,419,3
2018-06-15,Sherin Kurian,1,4,2
2018-06-25,Jaiden Mispy,2,6,10
2018-06-26,Jaiden Mispy,3,6,7
2018-06-27,Sherin Kurian,1,19,6
2018-06-28,Jaiden Mispy,1,19,10
2018-07-01,Sherin Kurian,3,80,20
2018-07-02,Jaiden Mispy,1,25,63
2018-07-03,Jaiden Mispy,2,26,14
2018-07-04,Sherin Kurian,1,125,22
2018-07-06,Jaiden Mispy,17,277,118
2018-07-07,Sherin Kurian,2,110,33
2018-07-08,Sherin Kurian,3,102,77
2018-07-09,Jaiden Mispy,3,245,13
2018-07-10,Jaiden Mispy,6,1315,19001
2018-07-10,Sherin Kurian,4,68,71
2018-07-11,Jaiden Mispy,3,125,199
2018-07-11,Sherin Kurian,1,16,0
2018-07-12,Jaiden Mispy,9,466,350
2018-07-12,Sherin Kurian,3,24,9
2018-07-13,Jaiden Mispy,1,171,616
2018-07-14,Sherin Kurian,2,64,16
2018-07-15,Sherin Kurian,6,95,51
2018-07-16,Sherin Kurian,1,1,1
2018-07-17,Sherin Kurian,1,7,0
2018-07-18,Jaiden Mispy,1,1,1
2018-07-18,Sherin Kurian,1,22,5
2018-07-21,Jaiden Mispy,1,1309,101
2018-07-21,Sherin Kurian,2,38,11
2018-07-22,Sherin Kurian,7,93,72
2018-07-24,Jaiden Mispy,5,141,118
2018-07-25,Jaiden Mispy,5,116,100
2018-07-27,Jaiden Mispy,3,91,22
2018-07-30,Jaiden Mispy,2,8,3
2018-08-03,Jaiden Mispy,2,151,11006
2018-08-04,Sherin Kurian,3,58,111
2018-08-05,Jaiden Mispy,1,1,6
2018-08-06,Jaiden Mispy,1,2,1
2018-08-07,Jaiden Mispy,1,83,39
2018-08-08,Jaiden Mispy,4,954,520
2018-08-14,Jaiden Mispy,1,89,126
2018-08-15,Jaiden Mispy,3,265,51
2018-08-16,Jaiden Mispy,2,111,112
2018-08-17,Jaiden Mispy,1,6,0
2018-08-21,Jaiden Mispy,1,109,23
2018-08-22,Jaiden Mispy,5,44,47
2018-08-24,Jaiden Mispy,1,13,42
2018-08-25,Jaiden Mispy,2,2,15
2018-08-25,Sherin Kurian,1,11,14
2018-08-29,Jaiden Mispy,6,253,95
2018-08-30,Jaiden Mispy,6,271,75
2018-08-31,Jaiden Mispy,2,154,9
2018-09-03,Jaiden Mispy,5,461,12585
2018-09-04,Jaiden Mispy,10,180,956
2018-09-05,Jaiden Mispy,8,288,144
2018-09-06,Jaiden Mispy,9,314,181
2018-09-07,Jaiden Mispy,2,15,36
2018-09-13,Jaiden Mispy,4,106,50
2018-09-14,Jaiden Mispy,12,140,38
2018-09-17,Jaiden Mispy,1,2,2
2018-09-19,Jaiden Mispy,1,7,4
2018-09-20,Jaiden Mispy,7,220,109
2018-09-21,Jaiden Mispy,6,54,21
2018-09-25,Jaiden Mispy,6,27,7
2018-09-27,Jaiden Mispy,1,9,6
2018-09-28,Jaiden Mispy,1,381,2
2018-09-30,Jaiden Mispy,1,4,1
2018-10-08,Jaiden Mispy,1,2,2
2018-10-13,Sherin Kurian,3,30,4
2018-10-30,Jaiden Mispy,4,18,6
2018-10-31,Jaiden Mispy,2,1,7
2018-11-01,Daniel Gavrilov,2,22,1
2018-11-02,Daniel Gavrilov,3,1683,41
2018-11-02,Jaiden Mispy,1,0,1
2018-11-05,Daniel Gavrilov,1,3,0
2018-11-08,Daniel Gavrilov,1,10,9
2018-11-12,Daniel Gavrilov,3,14,7
2018-11-13,Jaiden Mispy,1,167,22
2018-11-23,Sherin Kurian,5,193,7
2018-11-26,Daniel Gavrilov,1,33,0
2018-11-27,Daniel Gavrilov,3,31,4
2018-11-28,Daniel Gavrilov,6,103,19
2018-11-29,Daniel Gavrilov,2,33,15
2018-11-29,Jaiden Mispy,1,2,0
2018-11-30,Daniel Gavrilov,1,14,0
2018-11-30,Jaiden Mispy,1,63,68
2018-12-01,Jaiden Mispy,4,2609,3636
2018-12-05,Jaiden Mispy,2,29,17
2018-12-06,Daniel Gavrilov,2,111,62
2018-12-06,Jaiden Mispy,2,117,16
2018-12-07,Jaiden Mispy,5,130,80
2018-12-10,Daniel Gavrilov,1,7,3
2018-12-10,Jaiden Mispy,3,264,260
2018-12-11,Jaiden Mispy,1,115,110
2018-12-12,Daniel Gavrilov,1,7,2
2018-12-13,Jaiden Mispy,5,440,399
2018-12-14,Daniel Gavrilov,1,32,0
2018-12-14,Jaiden Mispy,2,13,4
2018-12-17,Jaiden Mispy,2,16,10
2018-12-19,Daniel Gavrilov,1,2,1
2018-12-19,Jaiden Mispy,4,333,170
2018-12-21,Daniel Gavrilov,1,2,1
2018-12-21,Jaiden Mispy,3,35,16
2018-12-26,Jaiden Mispy,1,32,0
2018-12-30,Jaiden Mispy,1,77,19
2019-01-01,Jaiden Mispy,1,46,19
2019-01-04,Jaiden Mispy,1,0,1
2019-01-05,Jaiden Mispy,10,696,633
2019-01-06,Daniel Gavrilov,4,94,100
2019-01-06,Jaiden Mispy,1,268,190
2019-01-11,Jaiden Mispy,1,7,1
2019-01-13,Jaiden Mispy,1,84,708
2019-01-15,Daniel Gavrilov,1,762,88
2019-01-15,Jaiden Mispy,4,7678,107
2019-01-16,Daniel Gavrilov,2,776,264
2019-01-16,Jaiden Mispy,21,1223,1859
2019-01-17,Daniel Gavrilov,1,20,333
2019-01-17,Jaiden Mispy,6,288,23436
2019-01-18,Jaiden Mispy,6,554,807
2019-01-21,Jaiden Mispy,21,617,272
2019-01-22,Daniel Gavrilov,1,9,1
2019-01-22,Jaiden Mispy,3,421,121
2019-01-23,Daniel Gavrilov,2,700,551
2019-01-23,Jaiden Mispy,9,35,11
2019-01-24,Daniel Gavrilov,4,439,636
2019-01-24,Jaiden Mispy,11,239,439
2019-01-25,Daniel Gavrilov,6,215,555
2019-01-25,Jaiden Mispy,5,503,132
2019-01-28,Daniel Gavrilov,1,392,392
2019-01-28,Jaiden Mispy,6,179,56
2019-01-29,Daniel Gavrilov,1,56,20
2019-01-29,Jaiden Mispy,2,45,40
2019-01-30,Jaiden Mispy,6,164,56
2019-01-31,Daniel Gavrilov,1,1,1
2019-01-31,Jaiden Mispy,5,435,154
2019-02-01,Daniel Gavrilov,2,54,16
2019-02-01,Jaiden Mispy,10,195,90
2019-02-04,Daniel Gavrilov,18,618,132
2019-02-04,Jaiden Mispy,10,144,26
2019-02-05,Jaiden Mispy,4,41,8
2019-02-06,Daniel Gavrilov,1,14,1
2019-02-06,Jaiden Mispy,2,12,4
2019-02-07,Daniel Gavrilov,2,3,78
2019-02-07,Jaiden Mispy,7,373,172
2019-02-08,Daniel Gavrilov,3,1032,439
2019-02-08,Jaiden Mispy,4,16,18
2019-02-10,Jaiden Mispy,1,595,5
2019-02-11,Jaiden Mispy,5,171,222
2019-02-12,Daniel Gavrilov,2,3,3
2019-02-12,Jaiden Mispy,2,15,15
2019-02-14,Daniel Gavrilov,3,73,22
2019-02-14,Jaiden Mispy,6,166,81
2019-02-15,Jaiden Mispy,2,12,9
2019-02-18,Daniel Gavrilov,2,719,277
2019-02-18,Jaiden Mispy,1,1,1
2019-02-19,Daniel Gavrilov,2,142,44
2019-02-19,Jaiden Mispy,7,174,40
2019-02-20,Daniel Gavrilov,17,79,46
2019-02-21,Daniel Gavrilov,23,291,213
2019-02-21,Jaiden Mispy,3,189,20
2019-02-22,Daniel Gavrilov,6,70,64
2019-02-22,Jaiden Mispy,4,13208,136
2019-02-25,Daniel Gavrilov,5,18,23
2019-02-26,Daniel Gavrilov,9,218,197
2019-02-26,Jaiden Mispy,2,134,89
2019-02-27,Daniel Gavrilov,1,1,2
2019-02-27,Jaiden Mispy,16,1678,221
2019-02-28,Daniel Gavrilov,15,338,119
2019-02-28,Jaiden Mispy,6,278,97
2019-03-01,Daniel Gavrilov,9,794,652
2019-03-01,Jaiden Mispy,6,142,44
2019-03-02,Jaiden Mispy,1,5,2
2019-03-03,Daniel Gavrilov,2,4,3
2019-03-05,Daniel Gavrilov,11,141,92
2019-03-05,Jaiden Mispy,7,277,87
2019-03-06,Daniel Gavrilov,1,3,2
2019-03-06,Jaiden Mispy,2,93,57
2019-03-07,Daniel Gavrilov,6,146,10
2019-03-08,Daniel Gavrilov,2,107,38
2019-03-09,Daniel Gavrilov,4,11,15
2019-03-11,Daniel Gavrilov,1,0,1
2019-03-12,Daniel Gavrilov,1,3,3
2019-03-12,Jaiden Mispy,3,4294,100
2019-03-13,Daniel Gavrilov,3,31,4
2019-03-13,Jaiden Mispy,3,143,40
2019-03-14,Daniel Gavrilov,1,1,1
2019-03-15,Daniel Gavrilov,3,6,3
2019-03-15,Jaiden Mispy,7,52,39
2019-03-16,Daniel Gavrilov,3,22,8
2019-03-29,Daniel Gavrilov,2,7,6
2019-04-04,Daniel Gavrilov,1,2,1
2019-04-04,Jaiden Mispy,3,0,1
2019-04-11,Daniel Gavrilov,2,3,3
2019-04-15,Daniel Gavrilov,3,82,11
2019-04-16,Daniel Gavrilov,4,5,5
2019-04-17,Daniel Gavrilov,2,5,6
2019-04-25,Daniel Gavrilov,2,1529,155
2019-04-26,Daniel Gavrilov,4,38,16
2019-04-29,Daniel Gavrilov,3,140,63
2019-05-01,Daniel Gavrilov,1,30,7
2019-05-08,Daniel Gavrilov,1,3,1
2019-05-10,Daniel Gavrilov,2,60,31
2019-05-11,Daniel Gavrilov,1,1,1
2019-05-13,Daniel Gavrilov,1,1,1
2019-05-23,Daniel Gavrilov,8,64,26
2019-05-27,Madhusudhan Srinivasa,1,2,2
2019-05-29,Daniel Gavrilov,2,143,32
2019-05-30,Daniel Gavrilov,8,307,45
2019-05-31,Daniel Gavrilov,1,1,1
2019-06-03,Daniel Gavrilov,6,47,34
2019-06-03,Manuel Aristarán,1,1,1
2019-06-04,Daniel Gavrilov,1,21,0
2019-06-06,Daniel Gavrilov,2,64,43
2019-06-07,Daniel Gavrilov,13,4907,6124
2019-06-10,Daniel Gavrilov,1,2,2
2019-06-11,Daniel Gavrilov,7,59,107
2019-06-11,dependabot-preview[bot],1,29,18
2019-06-12,Daniel Gavrilov,2,166,75
2019-06-12,dependabot-preview[bot],2,11,10
2019-06-14,Daniel Gavrilov,2,12,6
2019-06-21,Daniel Gavrilov,2,12,10
2019-06-24,Daniel Gavrilov,5,82,75
2019-06-25,Daniel Gavrilov,2,2,2
2019-06-26,Daniel Gavrilov,9,337,165
2019-06-27,Daniel Gavrilov,9,38,15
2019-06-28,Daniel Gavrilov,1,3,3
2019-07-01,Daniel Gavrilov,2,63,56
2019-07-02,Daniel Gavrilov,2,17,5
2019-07-03,Daniel Gavrilov,2,14,13
2019-07-07,Daniel Gavrilov,1,4,4
2019-07-08,Daniel Gavrilov,3,47,3
2019-07-10,dependabot-preview[bot],3,17,17
2019-07-11,Daniel Gavrilov,1,4,1
2019-07-12,Daniel Gavrilov,2,2,53
2019-07-15,dependabot-preview[bot],1,30,46
2019-07-18,Daniel Gavrilov,1,0,1
2019-07-18,dependabot-preview[bot],1,5,5
2019-07-19,Daniel Gavrilov,3,212,138
2019-07-29,Daniel Gavrilov,1,1,1
2019-07-31,Daniel Gavrilov,1,5,2
2019-07-31,dependabot-preview[bot],1,3,3
2019-08-07,Matthieu Bergel,3,12190,29
2019-08-08,Matthieu Bergel,4,105,50
2019-08-12,Daniel Gavrilov,3,7,6
2019-08-13,Daniel Gavrilov,2,12,17
2019-08-14,Daniel Gavrilov,6,174,257
2019-08-14,Matthieu Bergel,4,93,55
2019-08-14,dependabot-preview[bot],4,149,141
2019-08-15,Daniel Gavrilov,1,16,7
2019-08-15,dependabot-preview[bot],8,248,100
2019-08-16,Daniel Gavrilov,4,176,12
2019-08-16,Matthieu Bergel,4,48,22
2019-08-17,Daniel Gavrilov,4,12,8
2019-08-17,Matthieu Bergel,3,81,41
2019-08-18,Matthieu Bergel,5,22,17
2019-08-19,Daniel Gavrilov,8,38,24
2019-08-19,Matthieu Bergel,7,73,17
2019-08-20,Matthieu Bergel,3,494,246
2019-08-21,Matthieu Bergel,5,47,42
2019-08-22,Daniel Gavrilov,4,108,6
2019-08-22,Matthieu Bergel,7,85,74
2019-08-22,dependabot-preview[bot],6,364,174
2019-08-23,Daniel Gavrilov,8,120,98
2019-08-23,Matthieu Bergel,2,28,42
2019-08-26,Matthieu Bergel,1,3,2
2019-08-27,Daniel Gavrilov,6,60,10
2019-08-27,Matthieu Bergel,3,21,3
2019-08-28,Matthieu Bergel,3,37,44
2019-08-29,Matthieu Bergel,7,61,57
2019-09-02,Matthieu Bergel,4,43,26
2019-09-03,Matthieu Bergel,4,18,54
2019-09-04,Matthieu Bergel,2,18,1
2019-09-05,Matthieu Bergel,1,1,1
2019-09-06,Daniel Gavrilov,3,7,78
2019-09-07,Daniel Gavrilov,9,272,236
2019-09-08,Justin Ho Tuan Duong,3,54,18
2019-09-09,Matthieu Bergel,2,1,1
2019-09-10,Daniel Gavrilov,5,97,48
2019-09-10,Matthieu Bergel,2,1808,2
2019-09-11,Daniel Gavrilov,1,3,3
2019-09-12,Matthieu Bergel,2,549,8
2019-09-16,Daniel Gavrilov,1,3,3
2019-09-17,Matthieu Bergel,16,9596,12655
2019-09-18,Daniel Gavrilov,1,1,1
2019-09-18,Matthieu Bergel,11,172,40
2019-09-19,Matthieu Bergel,4,13,9
2019-09-20,Daniel Gavrilov,4,444,166
2019-09-22,Daniel Gavrilov,1,1,1
2019-09-23,Daniel Gavrilov,1,5,0
2019-09-24,Matthieu Bergel,2,3,2
2019-09-25,Daniel Gavrilov,1,2,1
2019-09-25,Matthieu Bergel,2,37,2
2019-09-26,Matthieu Bergel,4,154,27
2019-09-27,Daniel Gavrilov,1,2,2
2019-09-27,Matthieu Bergel,7,179,131
2019-09-30,Daniel Gavrilov,1,1,0
2019-09-30,Matthieu Bergel,1,1,1
2019-10-01,Matthieu Bergel,14,52,40
2019-10-02,Matthieu Bergel,2,18,16
2019-10-03,Daniel Gavrilov,1,8,2
2019-10-03,Matthieu Bergel,3,4,4
2019-10-04,Daniel Gavrilov,3,180,13
2019-10-04,Matthieu Bergel,1,97,7
2019-10-06,Matthieu Bergel,3,148,45
2019-10-07,Matthieu Bergel,2,1,48
2019-10-08,Matthieu Bergel,1,292,246
2019-10-09,Daniel Gavrilov,4,14,7
2019-10-09,Matthieu Bergel,1,101,123
2019-10-10,Daniel Gavrilov,2,28,19
2019-10-16,Daniel Gavrilov,1,4,3
2019-10-16,Matthieu Bergel,1,1,1
2019-10-17,Matthieu Bergel,2,16,6
2019-10-22,Daniel Gavrilov,2,14,6
2019-10-22,Matthieu Bergel,4,98,58
2019-10-23,Daniel Gavrilov,2,16,6
2019-10-23,Matthieu Bergel,3,24,2
2019-10-24,Matthieu Bergel,10,127,52
2019-10-25,Daniel Gavrilov,5,20,11
2019-10-26,Daniel Gavrilov,5,203,103
2019-10-28,Daniel Gavrilov,17,179,78
2019-10-28,Matthieu Bergel,4,8,10
2019-10-29,Daniel Gavrilov,8,196,31
2019-10-30,Matthieu Bergel,4,97,977
2019-10-31,Daniel Gavrilov,7,32,21
2019-10-31,Matthieu Bergel,6,98,12
2019-10-31,dependabot[bot],1,36,31
2019-11-01,Daniel Gavrilov,2,3,3
2019-11-01,Matthieu Bergel,2,16,5
2019-11-05,Matthieu Bergel,1,5,0
2019-11-06,Daniel Gavrilov,2,26,13
2019-11-06,Matthieu Bergel,2,52,33
2019-11-07,Matthieu Bergel,1,44,0
2019-11-11,Matthieu Bergel,2,353,141
2019-11-12,Daniel Gavrilov,2,3,6
2019-11-13,Matthieu Bergel,6,892,660
2019-11-14,Matthieu Bergel,3,11,8
2019-11-16,Daniel Gavrilov,4,166,10
2019-11-18,Matthieu Bergel,5,50,12
2019-11-18,dependabot-preview[bot],5,96,91
2019-11-19,Daniel Gavrilov,1,12,1
2019-11-19,Matthieu Bergel,6,94,165
2019-11-19,dependabot-preview[bot],3,249,167
2019-11-20,Matthieu Bergel,5,45,18
2019-11-21,Daniel Gavrilov,3,28,389
2019-11-21,Matthieu Bergel,5,25861,12029
2019-11-22,Daniel Gavrilov,4,22,2
2019-11-22,Matthieu Bergel,3,74,39
2019-11-25,Daniel Gavrilov,2,4,2
2019-11-25,Matthieu Bergel,7,693,511
2019-11-26,Matthieu Bergel,4,193,66
2019-11-27,Daniel Gavrilov,4,12,20
2019-11-27,Jason Crawford,6,785,19
2019-11-27,Matthieu Bergel,2,29,80
2019-11-28,Daniel Gavrilov,13,154,26
2019-11-28,Matthieu Bergel,5,234,87
2019-11-29,Daniel Gavrilov,14,388,28
2019-11-29,Matthieu Bergel,1,9,12
2019-11-30,Matthieu Bergel,1,32,8
2019-12-02,Jason Crawford,6,134,44
2019-12-03,Daniel Gavrilov,4,17,14
2019-12-03,Jason Crawford,10,250,120
2019-12-03,Matthieu Bergel,6,52,29
2019-12-04,Daniel Gavrilov,6,101,34
2019-12-04,Jason Crawford,7,107,15
2019-12-04,Matthieu Bergel,2,39,11
2019-12-05,Daniel Gavrilov,2,17,7
2019-12-05,Jason Crawford,6,107,27
2019-12-06,Daniel Gavrilov,5,105,29
2019-12-06,Jason Crawford,7,124,57
2019-12-07,Daniel Gavrilov,4,346,68
2019-12-09,Daniel Gavrilov,16,296,106
2019-12-09,Jason Crawford,7,70,35
2019-12-10,Daniel Gavrilov,10,81,101
2019-12-10,Jason Crawford,3,108,25
2019-12-10,Matthieu Bergel,4,120,72
2019-12-11,Daniel Gavrilov,10,208,188
2019-12-11,Matthieu Bergel,1,15,6
2019-12-11,dependabot-preview[bot],1,13,14
2019-12-12,Daniel Gavrilov,10,273,66
2019-12-12,Jason Crawford,2,122,1
2019-12-12,Matthieu Bergel,5,7,12
2019-12-12,dependabot-preview[bot],1,5,5
2019-12-13,Daniel Gavrilov,1,2,1
2019-12-13,Jason Crawford,12,394,290
2019-12-13,Matthieu Bergel,2,392,297
2019-12-13,dependabot-preview[bot],2,16,17
2019-12-16,Jason Crawford,4,141,48
2019-12-16,dependabot-preview[bot],1,15,16
2019-12-17,Jason Crawford,2,106,76
2019-12-17,Matthieu Bergel,3,77,11
2019-12-18,Daniel Gavrilov,10,155,9
2019-12-18,Matthieu Bergel,8,416,591
2019-12-20,Matthieu Bergel,5,128,71
2019-12-21,Matthieu Bergel,3,47,14
2019-12-27,dependabot[bot],2,34,8
2019-12-31,dependabot-preview[bot],2,19,19
2020-01-02,Matthieu Bergel,4,104,102
2020-01-03,Matthieu Bergel,13,172,104
2020-01-06,Daniel Gavrilov,5,78,80
2020-01-06,Jason Crawford,6,22,15
2020-01-06,Matthieu Bergel,6,67,154
2020-01-07,Daniel Gavrilov,5,69,27
2020-01-07,Matthieu Bergel,3,1389,1331
2020-01-08,Daniel Gavrilov,10,45,27
2020-01-08,Marcel Gerber,2,5,1
2020-01-08,Matthieu Bergel,7,65,20
2020-01-09,Daniel Gavrilov,7,50,128
2020-01-09,Marcel Gerber,6,20,2
2020-01-09,Matthieu Bergel,8,90,544
2020-01-10,Matthieu Bergel,3,94,49
2020-01-13,Matthieu Bergel,1,80,78
2020-01-16,Daniel Gavrilov,6,142,38
2020-01-16,Matthieu Bergel,3,113,105
2020-01-17,Daniel Gavrilov,6,80,16
2020-01-17,Matthieu Bergel,3,354,251
2020-01-20,Matthieu Bergel,3,65,11
2020-01-21,Matthieu Bergel,9,390,240
2020-01-22,Matthieu Bergel,4,95,123
2020-01-23,Daniel Gavrilov,12,101,69
2020-01-23,Matthieu Bergel,4,20,14
2020-01-24,Daniel Gavrilov,9,259,90
2020-01-24,Matthieu Bergel,5,218,188
2020-01-25,Marcel Gerber,2,35,12
2020-01-25,Sherin Kurian,2,29,5
2020-01-26,Daniel Gavrilov,3,45,31
2020-01-27,Daniel Gavrilov,16,944,332
2020-01-27,Matthieu Bergel,11,225,226
2020-01-28,Daniel Gavrilov,2,238,131
2020-01-28,Matthieu Bergel,4,76,70
2020-01-29,Daniel Gavrilov,3,29,36
2020-01-29,Marcel Gerber,1,1,1
2020-01-29,Matthieu Bergel,1,28,15
2020-01-30,Daniel Gavrilov,2,234,218
2020-01-30,Marcel Gerber,3,215,43
2020-01-30,Matthieu Bergel,5,13,103
2020-01-31,Daniel Gavrilov,2,4,51
2020-02-01,Marcel Gerber,8,582,474
2020-02-02,Marcel Gerber,10,176,122
2020-02-03,Marcel Gerber,6,92,100
2020-02-03,Matthieu Bergel,1,0,31
2020-02-04,Mark Ledwich,2,106,28
2020-02-06,Marcel Gerber,2,6,12
2020-02-06,Matthieu Bergel,2,99,86
2020-02-07,Marcel Gerber,1,5,6
2020-02-10,Matthieu Bergel,5,80,198
2020-02-11,Mark Ledwich,2,4,6
2020-02-12,Matthieu Bergel,1,4,5
2020-02-13,Marcel Gerber,4,6,2
2020-02-14,dependabot[bot],2,6,6
2020-02-15,Daniel Gavrilov,2,4,4
2020-02-17,Mark Ledwich,6,112,126
2020-02-25,Daniel Gavrilov,2,18,2
2020-02-25,Mark Ledwich,4,28,14
2020-02-25,Matthieu Bergel,3,277,84
2020-02-26,Daniel Gavrilov,3,93,16
2020-02-26,Matthieu Bergel,6,66,47
2020-02-27,Daniel Gavrilov,4,44,62
2020-02-27,Matthieu Bergel,5,52,97
2020-02-28,Daniel Gavrilov,1,1,1
2020-02-28,Matthieu Bergel,2,26,4
2020-03-02,Daniel Gavrilov,1,1,1
2020-03-02,Matthieu Bergel,1,24,4
2020-03-03,Breck Yunits,1,2,2
2020-03-03,Matthieu Bergel,6,182,170
2020-03-04,Matthieu Bergel,1,53,44
2020-03-05,Matthieu Bergel,1,1,1
2020-03-06,Breck Yunits,1,53,49
2020-03-08,Marcel Gerber,2,66,31
2020-03-09,Matthieu Bergel,1,7,12
2020-03-10,Breck Yunits,1,23,1
2020-03-11,Breck Yunits,1,124,62
2020-03-11,Daniel Gavrilov,4,695,80
2020-03-11,Matthieu Bergel,7,443,272
2020-03-12,Breck Yunits,3,82,89
2020-03-12,Daniel Gavrilov,4,770,191
2020-03-12,Matthieu Bergel,6,110,77
2020-03-13,Breck Yunits,2,5,14
2020-03-13,Daniel Gavrilov,17,344,207
2020-03-13,Matthieu Bergel,6,91,55
2020-03-14,Daniel Gavrilov,2,31,7
2020-03-14,dependabot[bot],1,3,3
2020-03-15,Daniel Gavrilov,7,1191,864
2020-03-16,Daniel Gavrilov,8,438,322
2020-03-16,Matthieu Bergel,4,94,23
2020-03-17,Breck Yunits,1,3,1
2020-03-17,Daniel Gavrilov,10,422,204
2020-03-17,Matthieu Bergel,3,72,31
2020-03-18,Breck Yunits,2,75,36
2020-03-18,Daniel Gavrilov,1,40,16
2020-03-19,Breck Yunits,1,70,5
2020-03-19,Daniel Gavrilov,3,20,25
2020-03-19,Matthieu Bergel,4,63,41
2020-03-20,Breck Yunits,1,38,2
2020-03-20,Daniel Gavrilov,2,5,3
2020-03-20,Marcel Gerber,1,36,0
2020-03-20,Matthieu Bergel,3,1455,128
2020-03-21,Daniel Gavrilov,2,126,46
2020-03-22,Daniel Gavrilov,5,174,78
2020-03-23,Breck Yunits,2,75,55
2020-03-23,Daniel Gavrilov,4,113,43
2020-03-24,Daniel Gavrilov,3,47,8
2020-03-24,Matthieu Bergel,2,19,6
2020-03-24,Shahid Ahmad,4,21,15
2020-03-25,Daniel Gavrilov,8,559,105
2020-03-25,Matthieu Bergel,5,2608,2140
2020-03-26,Breck Yunits,1,7,6
2020-03-26,Daniel Gavrilov,4,249,72
2020-03-27,Breck Yunits,2,178,178
2020-03-27,Matthieu Bergel,1,1,3
2020-03-28,Breck Yunits,4,103,49
2020-03-30,Breck Yunits,7,555,352
2020-03-30,Daniel Gavrilov,5,143,69
2020-03-30,Marcel Gerber,2,9,12
2020-03-31,Breck Yunits,3,235,113
2020-03-31,Marcel Gerber,2,37,10
2020-03-31,Matthieu Bergel,2,165,49
2020-04-01,Breck Yunits,6,95,67
2020-04-01,Daniel Gavrilov,4,35,9
2020-04-01,Marcel Gerber,5,109,11
2020-04-01,Matthieu Bergel,5,65,7
2020-04-02,Daniel Gavrilov,1,0,2
2020-04-02,Marcel Gerber,8,153,134
2020-04-02,Matthieu Bergel,4,158,77
2020-04-03,Breck Yunits,6,298,188
2020-04-03,Daniel Gavrilov,7,98,71
2020-04-03,Marcel Gerber,2,741,230
2020-04-03,Matthieu Bergel,2,210,187
2020-04-04,Daniel Gavrilov,1,55,0
2020-04-04,Marcel Gerber,1,9,3
2020-04-05,Marcel Gerber,1,8,6
2020-04-05,dependabot[bot],1,5,5
2020-04-06,Daniel Gavrilov,8,34,16
2020-04-06,Marcel Gerber,1,8,6
2020-04-06,Matthieu Bergel,3,744,750
2020-04-07,Breck Yunits,4,125,168
2020-04-07,Daniel Gavrilov,2,9,2
2020-04-07,Matthieu Bergel,1,4,5
2020-04-08,Marcel Gerber,3,201,110
2020-04-09,Breck Yunits,3,76,56
2020-04-09,Daniel Gavrilov,15,332,224
2020-04-09,Marcel Gerber,4,80,34
2020-04-09,Matthieu Bergel,2,28,14
2020-04-10,Daniel Gavrilov,27,809,571
2020-04-10,Marcel Gerber,2,17,29
2020-04-10,Matthieu Bergel,5,373,27
2020-04-11,Daniel Gavrilov,19,479,349
2020-04-12,Breck Yunits,2,70,0
2020-04-12,Daniel Gavrilov,5,27,55
2020-04-13,Breck Yunits,5,809,646
2020-04-13,Daniel Gavrilov,10,44,25
2020-04-13,Marcel Gerber,1,158,49
2020-04-13,Matthieu Bergel,7,77,56
2020-04-14,Breck Yunits,2,312,224
2020-04-14,Daniel Gavrilov,3,45,34
2020-04-14,Marcel Gerber,1,16,8
2020-04-14,Matthieu Bergel,3,22,10
2020-04-15,Daniel Gavrilov,2,10,8
2020-04-15,Marcel Gerber,5,863,238
2020-04-15,Matthieu Bergel,6,223,33
